System ID,Place name,Discriminator,Place name type,Place type,Broader Terms,Display Term,Use For,Related Terms,Scope Note,GeoNames Score,GeoNames URI,GeoNames toponymName,GeoNames Lat,GeoNames Lng,GeoNames fcodeName,GeoNames altNames,Wikipedia Score,Wikipedia URI,Wikipedia Title,Wikipedia Lat,Wikipedia Lng,Wikipedia Summary,Wikipedia Feature,Pleiades Score,Pleiades URI,Pleiades Title,Pleiades Lat,Pleiades Lng,Pleiades Description,Pleiades Names,TM Score,TM URI,TM Standard Name,TM Full Name,TM Lat,TM Lng
THES236022,Dar al-Qada'a al-'Ali,,modern,Q,Cairo,,High Court House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x58824,Dashtut,,modern,O,Beni Suef (province),,,,,100,https://sws.geonames.org/358363,Dashţūţ,28.98248,30.87329,populated place,Dashţūţ|Dashtut|Dashṭūṭ|dshtwt|دشطوط,,,,,,,,,,,,,,,,,,,,
x107377,Dayr al-Fakhuri,,modern,Q,Egypt~Nubia (Africa),,Deir el-Fakhuri,,,100,https://sws.geonames.org/358287,Dayr al Fākhūrī,25.36984,32.4807,ruin(s),Dayr al Fākhūrī|Dayr al Fakhuri|Deir el Fakhuri|Deir el Fâkhûri|El Fakhuri Monastery|El Fâkhûri Monastery|dyr alfakhwry|دير الفاخوري,,,,,,,,,,,,,,,,,,,,
x40752,Deir Bablun,,modern,Q,Cairo,,,,"Coptic convent on Roda Island, Old Cairo.",,,,,,,,,,,,,,,,,,,,,,,,,,,
x30663,Deir Balyza,,modern,Q,Upper Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x94963,Deir el Balah,,modern,K,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,42,https://www.trismegistos.org/place/14197,Deir el-Banat,"Egypt, 00c? - Deir el-Banat",,
x30327,Deir el-Bahri,Thebes,modern,Q,Upper Egypt~Thebes (historic - Upper Egypt),,Deir el Bahri,,,100,https://sws.geonames.org/361834,Ma‘bad ad Dayr al Baḩrī,25.7374,32.60755,archaeological/prehistoric site,Ma‘bad ad Dayr al Baḩrī|Ma`bad ad Dayr al Bahri|Ad Dayr al Bahri|Ad Dayr al Baḩrī|Ad-Dayr al-Bahari|Ad-Dayr al-Baḩarī|Deir el-Bahari|Deir el-Bahri|El Deir el Bahari|El Deir el Baḥari|Site de Deir el-Bahari|mʿbd aldyr albhry|معبد الدير البحري,96,en.wikipedia.org/wiki/Deir_el-Bahari,Deir el-Bahari,25.737785,32.60754,"Deir el-Bahari or Dayr al-Bahri (Arabic: الدير البحري ad-dayr al-baḥrī, literally meaning, ""The Northern Monastery"") is a complex of mortuary temples and tombs located on the west bank of the Nile, opposite the city of Luxor, Egypt. This is a part of the Theban Necropolis (...)",landmark,,,,,,,,44,https://www.trismegistos.org/place/61492,Deir el-Bakhit,"Egypt, U04b - Deir el-Bakhit",,
x30412,Deir el-Bersha,,modern,Q,Middle Egypt,,,,,93,https://sws.geonames.org/358288,Dayr al Barshā,27.75639,30.90565,populated place,Dayr al Barshā|Dayr al Barsha|Deir el Barsha|dyr albrsha|دير البرشا,100,en.wikipedia.org/wiki/Deir_el-Bersha,Deir el-Bersha,27.75,30.9,"Deir el-Bersha is a Coptic village in Middle Egypt. It is located on the east bank of the Nile in the al-Minya governorate, to the south of Antinopolis and almost opposite the city of Mallawi.  (...)",city,,,,,,,,100,https://www.trismegistos.org/place/2834,Deir el-Bersha,"Egypt, U15 - Deir el-Bersha",27.75,30.9
x30738,Deir el-Dyk,,modern,Q,Upper Egypt,,Deir-el-Dyk,,Probably in vicinity of Akhmim.,,,,,,,,,,,,,,,61,https://pleiades.stoa.org/places/776167,el-Deir,25.59674886219001,30.730463459119083,el-Deir (also known as Deir el-Munīra) is the site of a Roman fort and necropolis in Egypt's Kharga Oasis.,دير المنيرة‎|Deir el-Munīra|الدير‎|ed-Deir|el-Deir|ed-Dayr,46,https://www.trismegistos.org/place/3641,Deir el-Dik,"Egypt, U15 - Deir el-Dik",,
x30555,Deir el-Ezba,Thebes,modern,Q,Upper Egypt~Thebes (historic - Upper Egypt),,,,,,,,,,,,,,,,,,,,,,,,,,40,https://www.trismegistos.org/place/3696,Deir el-Melak,"Egypt, U08 - Deir el-Melak",,
x30318,Deir el-Medina,Thebes,modern,Q,Upper Egypt~Thebes (historic - Upper Egypt),,,,,100,https://sws.geonames.org/8224895,Deir el-Medina,25.72807,32.60136,archaeological/prehistoric site,Deir el-Medina|Deir El Medina|Deir al-Madinah|Deir el-Medineh|Deir el-Médineh|Deir-el-Medineh|Dejr ehl'-Medina|Dejr el-Medina|Dejr-el'-Medina|Der el-Medina|Dér el-Medína|Set Maat|dyr almdynh|dyr almdynt|Дейр эль-Медина|Дейр-ель-Медіна|דיר אל-מדינה|دير المدينة|دير المدينه,100,en.wikipedia.org/wiki/Deir_el-Medina,Deir el-Medina,25.728888888888886,32.60138888888889,"Deir el-Medina is an ancient Egyptian village which was home to the artisans who worked on the tombs in the Valley of the Kings during the 18th to 20th dynasties of the New Kingdom period (ca. 1550&ndash;1080 BC)Oakes, p (...)",landmark,100,https://pleiades.stoa.org/places/864388873,Deir el-Medina,25.728284,32.601357,The workers' village of the artisans who worked on the tombs in the Valley of the Kings.,دير المدينة‎|Deir el-Medina|Deir al-Medina|Deir el Medina,40,https://www.trismegistos.org/place/3696,Deir el-Melak,"Egypt, U08 - Deir el-Melak",,
x30665,Deir Manaos,,modern,Q,Upper Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x30518,Deir Rifa,,modern,Q,Middle Egypt,,Deir Rifeh,,,100,https://sws.geonames.org/350134,Dayr Rīfah,27.07711,31.19255,monastery,Dayr Rīfah|Dayr Rifah|DAYR RIFAH|Deir Rifa|dyr ryft|دير ريفة,,,,,,,,,,,,,,,,,,,,
x30502,Deir Tasa,,modern,Q,Upper Egypt,,,,,100,https://sws.geonames.org/358254,Deir Tasa,27.05,31.41667,populated place,Deir Tasa,52,en.wikipedia.org/wiki/Tasian_culture,Tasian culture,27.0523759,31.3935643,"The Tasian culture is possibly the oldest-known Predynastic culture in Upper Egypt, which evolved around 4500 BC.Encyclopædia Britannica It is named for the burials found at Deir Tasa, a site on the east bank of the Nile located between Asyut and Akhmim (...)",,,,,,,,,100,https://www.trismegistos.org/place/4942,Deir Tasa,"Egypt, U10a - Deir Tasa",27.05,31.416666666666668
x312591,Delta Barrage,,modern,Q,Cairo,,Barrage Bridge~Nile Barrage,,,100,https://sws.geonames.org/360615,Al Qanāţir al Khayrīyah,30.19327,31.13703,populated place,Al Qanāţir al Khayrīyah|Al Qanatir al Khayriyah|Barrage|Delta Barrage|Delta Barrage Station|Delta-Barrage|El-Qanatir el-Khairiya|El-Qanâtir el-Khairîya|El-Qanâṭir el-Khairîya|Muhammed `Ali Barrage|Muhammed ‘Ali Barrage|`Ezbet Shalaqan|`Izbat Shalqan|alqnatr alkhyryt|القناطر الخيرية|‘Ezbet Shalaqân|‘Izbat Shalqān,100,en.wikipedia.org/wiki/Delta_Barrage,Delta Barrage,30.184444444444445,31.116666666666667,"The Delta Barrage is barrage-type dam that was constructed intermittently beginning in 1833 to its initial completion in 1862. Its purpose was to improve irrigation and navigation along the main Rosetta and Damietta branches of the Nile downstream of the point where they divide north of Cairo, Egypt (...)",landmark,,,,,,,,,,,,,
x109570,Demhid,,modern,Q,Upper Egypt,,,,14 miles south of Aswan.,,,,,,,,,,,,,,,,,,,,,,,,,,,
x28990,Dendara,,modern,Q,Upper Egypt,,Tentyris~Dendera~Denderah,,,,,,,,,,86,en.wikipedia.org/wiki/Dendera,Dendera,26.142194444444446,32.66972222222222,"Dendera (Dandarah; also spelled Denderah, ancient Iunet, Tentyris or Tentyra)In old sources such as Belzoni. is a small town in Egypt situated on the west bank of the Nile, about south of Qena, on the opposite side of the river. It is located approximately north of Luxor.  (...)",city,,,,,,,,,,,,,
x30395,"Derr, al-",Nubia,modern,Q,Egypt~Nubia (Africa),El-Derr (Nubia),"El-Derr~Derr, el-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x30498,Dimai,,modern,Q,Fayum,,Soknopaiou Nesos,,,56,https://sws.geonames.org/353218,Madīnet Dīmai,29.53427,30.66911,ruin(s),Madīnet Dīmai|Madinet Dimai|Soknopaios Nesos,,,,,,,,,,,,,,,,,,,,
x51756,Diopolite Nome,Magna,archaic,I,Upper Egypt,,Diospolis Magna~Diopolite~Διοπολιτης Νομος Μεγας,,Nome (administrative district of Ancient Egypt).,,,,,,,,,,,,,,,71,https://pleiades.stoa.org/places/727112,Diospolites Nomos,31.25,31.75,"An ancient place, cited: BAtlas 74 F2 Diospolites Nomos",Diospolites Nomos,,,,,,
x51264,Diopolite Nome,Parva,archaic,I,Lower Egypt,,Diospolis Parva~Diopolite~Διοπολιτης Νομος,,Nome (administrative district of Ancient Egypt).,,,,,,,,,,,,,,,71,https://pleiades.stoa.org/places/727112,Diospolites Nomos,31.25,31.75,"An ancient place, cited: BAtlas 74 F2 Diospolites Nomos",Diospolites Nomos,,,,,,
x30408,Dishasha,,modern,Q,Middle Egypt,,,,,100,https://sws.geonames.org/358120,Dishāshah,28.98335,30.84872,populated place,Dishāshah|Dishashah|Dishasha|Dishâsha|dshasht|دشاشة,,,,,,,,,,,,,,,100,https://www.trismegistos.org/place/4948,Dishasha,"Egypt, U20 - Dishasha",29.0,30.833333333333332
x28985,Djedet,,archaic,K,Nile Delta,,,,,,,,,,,,50,en.wikipedia.org/wiki/Mendes,Mendes,30.962778,31.528611,"Mendes (gen.: Μένδητος), the Greek name of the Ancient Egyptian city of Djedet, also known in Ancient Egypt as Per-Banebdjedet (""The Domain of the Ram Lord of Djedet"") and Anpet, is known today as Tell El-Ruba  (...)",city,,,,,,,,42,https://www.trismegistos.org/place/10739,Djedit,"Egypt, L13 - Djedit",,
x30313,Dra Abu el-Naga,Thebes,modern,Q,Upper Egypt~Thebes (historic - Upper Egypt),,,,,100,https://sws.geonames.org/8449937,Dra' Abu el-Naga',25.73528,32.62056,cemetery,Dra' Abu el-Naga',100,en.wikipedia.org/wiki/Dra_Abu_el-Naga,Dra Abu el-Naga,25.735277777777778,32.620555555555555,,landmark,,,,,,,,,,,,,
x27706,Dueidar,,modern,Q,Sinai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x30353,Eastern Desert,,modern,D,Egypt,,,,,100,https://sws.geonames.org/349333,Arabian Desert,28.0,32.0,desert,Arabian Desert|Arabische Wueste|Arabische Wüste|As Sahra' ash Sharqiyah|Aş Şaḩrā’ ash Sharqīyah|Desert de Arabique|Desert de L'Est|Désert de Arabique|Désert de L’Est|Eastern Desert|Eastern Highlands|Le Desert Oriental|Le Désert Oriental|OEstliche Wueste|Sahara el Sharqiya|Sahara el Sharqîya|shraʾ alʿrb|shraʾ alʿrbyt|Östliche Wüste|صحراء العرب|صحراء العربية,100,en.wikipedia.org/wiki/Eastern_Desert,Eastern Desert,27.3,32.6,"The Eastern Desert is the part of the Sahara desert that is located east of the Nile river, between the river and the Red Sea.Hobbs, Joseph J. 2007. Egypt. New York: Chelsea House, p. 26.Zahran, M. A., & A. J. Willis. 2009. The Vegetation of Egypt. Berlin: Springer, p. 101 (...)",landmark,64,https://pleiades.stoa.org/places/355872946,Eastern Desert,,,Desert region between the Nile River and the Red Sea.,Desheret,50,https://www.trismegistos.org/place/54355,Eastern desert,Egypt - Eastern desert,,
x316142,Eastern Exchange Hotel,,modern,Q,Port Said,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x316145,Eden Palace Hotel,,modern,Q,Cairo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x22737,Edfu,,modern,K,Upper Egypt,,,,,100,https://sws.geonames.org/355635,Idfū,24.97916,32.87722,populated place,Idfū|Idfu|Apollinopolis Magna|Apollonopolis Magna|Edfou|Edfu|Edfú|Ehdfu|Idfu Bahari|Idfu Bahri|Idfu Baḥari|Idfū Baḩri|adfw|edofu|Едфу|Эдфу|إدفو|エドフ,100,en.wikipedia.org/wiki/Edfu,Edfu,24.978056,32.878889,"Edfu (also spelt Idfu, or in modern French as Edfou, and known in antiquity as Behdet; ) is an Egyptian city, located on the west bank of the Nile River between Esna and Aswan, with a population of approximately sixty thousand people. For the ancient history of the city, see below (...)",city,,,,,,,,57,https://www.trismegistos.org/place/4982,Hagar Edfu,"Egypt, U02 - Hagar Edfu",24.833333333333332,32.833333333333336
x30372,Edwa,,modern,Q,Egypt,,,,Exact location unknown.,,,,,,,,,,,,,,,,,,,,,,,,,,,
x17904,Egypt,,modern,C,Africa,,Middle East,,"The term 'nome' refers to an administrative district of Ancient Egypt. The term nome (from the Greek “nomos” meaning district) came into usage from the Ptolemaic period (late 4th century BC onwards). This name replaced the original Egyptian district name “sepat”. The nome remained an administrative district until the early 4th century AD when smaller units, “pagi”, were formed. Over the years the borders of these nomes fluctuated but were mostly centred upon a town after which the nome was usually named, e.g. Memphis was the main town of the Memphite Nome. N.B. For places n Egypt, the term 'Gebel' is used in preference to 'Jebel' to reflect local pronounciation. For places in Sudan and the Middle East, the term 'Jebel' is used in preference.",100,https://sws.geonames.org/357994,Arab Republic of Egypt,27.0,30.0,independent political entity,Arab Republic of Egypt|'Isipite|AEgypten|Aegyptus|Agypten|Ai Cap|Ai Cập|Aigyptos|Aikupito|Al Iqlim al Janubi|Al Iqlim al Misri|Al Iqlīm al Janūbī|Al Iqlīm al Mişrī|Al Jumhuriyah al Misriyah|Al Jumhuriyah al `Arabiyah al Muttahidah|Al Jumhūrīyah al Miṣrīyah|Al Jumhūrīyah al ‘Arabīyah al Muttaḩidah|An Eipheit|An Eiphit|An Èipheit|An Èiphit|Echipto|Eggittu|Egipat|Egipet|Egipiti|Egipt|Egipta|Egiptas|Egipte|Egiptia|Egipto|Egiptos|Egiptujo|Egiptus|Egito|Egitto|Egjipt|Egjipti|Egyiptom|Egypt|Egypta|Egyptaland|Egypte|Egypte nutome|Egypten|Egypti|Egypto|Egyptowska|Egѵptu|Ehipto|Ehípto|Ejip|Ejipt|Ejipta|Ejiptu|Ejyp|Ejypta|El Masr|El Qutr el Masri|Esipt|Exipto|Exipto - msr|Exipto - مصر|Exiptu|Ezipite|Eziputi|Ezípite|Idjipt|Ijipta|Jegiptu|Jumhuriyat Misr al `Arabiyah|Jumhūrīyat Mişr al ‘Arabīyah|Kamita|Kâmitâ|Laegueptaen|Lägüptän|Masar|Mesir|Misar|Misir|Misira|Misiri|Misr|Misri|Misyr|Mişr|Muesuer|Mushidi|Mysyr|Müsür|Mısır|Naggitto|Nisrim|Republic of Egypt|United Arab Republic|Yn Egypt|Yr Aifft|ai ji|an Eigipt|an Éigipt|egvipʼtʼe|ejiputo|ekiptu|i-Egypt|ijibteu|ijipt|ijipta|l-Egittu|l-Eġittu|misara|misr|misra|mistra|msr|msrn|msryn|mysr|mysyr|mzrym|prathes xiyipt|xiyipt|Ägypten|Ægypten|Èg·ipte|Égypte|Égípítì|Êgypte|Ēģipte|ʻIsipite|ʻgyptn|Αίγυπτος|Єгипет|Єгѷптъ|Египат|Египет|Егіпет|Мисар|Миср|Мисыр|Мысыр|Эгіпет|Եգիպտոս|מצרים|עגיפּטן|עגיפטן|جمهورية مصر العربية|مصر|مىسىر|مِسٔر|میسر|ܡܨܪܝܢ|ܡܨܪܢ|इजिप्ट|इजिप्त|मिस्त्र|मिस्र|ইজিপ্ত|মিশর|ਮਿਸਰ|ઇજિપ્ત|ଇଜିପ୍ଟ|எகிப்து|ఈజిప్ట్|ಈಜಿಪ್ಟ್|ഈജിപ്ത്|ഈജിപ്റ്റ്‌|ඊජිප්තුව|ประเทศอียิปต์|อียิปต์|ອຢບ|ອີຢິບ|ཨ་ཇབཊ|ཨི་ཇིབཊ|ཨི་ཇིབྚ།|အီဂျစ်|ეგვიპტე|ግbitsi|ግብጽ|ግብፅ|អេហសប|អេហ្ស៊ីប|エジプト|エジプト・アラブ共和国|埃及|이집트,59,en.wikipedia.org/wiki/Thebes%2C_Egypt,"Thebes, Egypt",25.720555555555553,32.61027777777778,"Thebes (Thēbai), known to the ancient Egyptians as Waset, was an ancient Egyptian city located east of the Nile about south of the Mediterranean. Its ruins lie within the modern Egyptian city of Luxor. Thebes was the main city of the fourth Upper Egyptian nome (Sceptre nome) and was the capital of (...)",landmark,,,,,,,,100,https://www.trismegistos.org/place/49,Egypt,Egypt,,
x285745,Egyptian Museum,,modern,Q,Egypt,,Museum of Egyptian Antiquities~Museum of Cairo,,The Egyptian Museum is located in Cairo.,100,https://sws.geonames.org/7302952,Egyptian Museum,30.04796,31.23368,museum,Egyptian Museum|AEgyptisches Museum|Al Muthaf al Misri|Al Mutḩaf al Mişrī|Musee egyptien du Caire|Museum of Cairo|Museum of Egyptian Antiquities|Musée égyptien du Caire|almthf almsry|Ägyptisches Museum|المتحف المصري,100,en.wikipedia.org/wiki/Egyptian_Museum,Egyptian Museum,30.047778,31.233333,"The Museum of Egyptian Antiquities, known commonly as the Egyptian Museum or Museum of Cairo, in Cairo, Egypt, is home to an extensive collection of ancient Egyptian antiquities. It has 120,000 items, with a representative amount on display, the remainder in storerooms (...)",edu,,,,,,,,40,https://www.trismegistos.org/place/11117,Egyptian Sea,"Egypt, Egyptian Sea",,
x113255,El Marg,,modern,K,Cairo,,Marg~Al Marj,,,100,https://sws.geonames.org/360742,Al Marj,30.15154,31.3386,populated place,Al Marj|El-Marg|El-Merj|Marg,100,en.wikipedia.org/wiki/El-Marg,El-Marg,30.15833333333333,31.33361111111111,"El-Marg  alternatively Al-Marj is an administrative ward (kism) of Cairo, in north-east of Cairo Governorate, bordering Qalyubia Governorate near Shubra El-Kheima city. It was separated from As-Salam district (to its south) as of 1 April 1994. Its residential area that is densely populated (...)",adm3rd,,,,,,,,41,https://www.trismegistos.org/place/5047,El-Maragha,"Egypt, U09 - El-Maragha",26.7,31.6
x117313,El Wasta,,modern,K,Egypt,,,,Bani Sweif,100,https://sws.geonames.org/360466,Markaz al Wāsiţá,29.30962,31.17455,second-order administrative division,Markaz al Wāsiţá|Markaz al Wasita|El Wasta|El Wâsṭa|Markaz al Wasitah|Markaz al Wāsiţah|Markaz el Wasta|Markaz el Wâsṭa|mrkz alwasty|مركز الواسطى,,,,,,,,,,,,,,,50,https://www.trismegistos.org/place/5163,El-Wasta,"Egypt, U22? - El-Wasta",29.333333333333332,31.2
x312231,El-Kanais,,modern,Q,Egypt,,,,,95,https://sws.geonames.org/360969,Al Kanāyis,31.18879,30.20719,populated place,Al Kanāyis|Al Kanayis|Al Kana'is|Al Kanā’is|El-Kanayis|El-Kanâyis|alknays|الكنايس,,,,,,,,,,,,,,,100,https://www.trismegistos.org/place/56771,El-Kanais,"Egypt, 00 - El-Kanais",,
x114710,El-Sharuna,,modern,Q,Middle Egypt,,,,Site on east bank of Nile in Middle Egypt.,82,https://sws.geonames.org/349326,Shārūnah,28.5942,30.85023,populated place,Shārūnah|Sharunah|Sharuna|Shārūna|sharwnt|شارونة,82,en.wikipedia.org/wiki/Sharuna,Sharuna,28.56,30.85,"Sharuna was a settlement in Ancient Egypt, located east of the Nile, almost opposite of Per Medjed. The modern village that stands at this site is called el-Kom el-Ahmar Sawaris. It is within the boundaries of the modern Al Minya Governorate.  (...)",city,,,,,,,,,,,,,
x29006,Elephantine,,modern,Q,Aswan,,Elephantine Island,,,100,https://sws.geonames.org/359790,Jazīrat Aswān,24.08995,32.88938,island,Jazīrat Aswān|Jazirat Aswan|Abu|Aswan Island|Aswān Island|Ehlefantina|Elefantina|Elefantine|Elefantyna|Elephantine|Elephantine Island|Geziret Aswan|Geziret Elephantine|Gezîret Aswân|Gezîret Elephantine|Yebu|yb|Éléphantine|Элефантина|יב,100,en.wikipedia.org/wiki/Elephantine,Elephantine,24.089626,32.888989,"Elephantine (or ;Merriam-Webster's Geographical Dictionary, Third Edition (Merriam-Webster, 1997; ISBN 0877795460), p. 351. ; ; Kenzi Nubian:) is an island in the Nile River in northern Nubia. It is a part of the modern city of Aswan, in southern Egypt. There are archaeological sites on the island.  (...)",isle,100,https://pleiades.stoa.org/places/786021,Elephantine,24.09,32.889,"A fortified settlement located just before the First Cataract of the Nile. During the Second Intermediate Period, Elephantine marked the southern border of Egypt.",Elephantine|Abu|(jw)ꜣbw|(jw)3bw|jw3bw|(jw) 3bw|ꜣbw|3bw|Iēb|Ieb|Yabu|Elephantinē|Gazirat Aswān|Gazirat Aswan|Ǧazīrat Aswān|Jazirat Aswan|Jezirat Aswan,100,https://www.trismegistos.org/place/621,Elephantine,"Egypt, U01 - Elephantine (Geziret Assuan)",24.09,32.889
x30554,Elkab,,modern,Q,Upper Egypt,,Eileithyiaspolis~Nekheb,,,,,,,,,,91,en.wikipedia.org/wiki/El_Kab,El Kab,25.116667,32.8,"El Kab is an Upper Egyptian site on the east bank of the Nile at the mouth of Wadi Hillal, about 80 km south of Luxor, consisting of prehistoric and pharaonic settlements, rock-cut tombs of the early 18th Dynasty (1550–1295 BC), remains of temples dating from the Early Dynastic period (3100–2686 BC) (...)",landmark,83,https://pleiades.stoa.org/places/440947682,El Kab,25.130663,32.808339000000004,An ancient Egyptian site with settlements dating back to prehistoric and Pharaonic times. The site also features rock-cut tombs from the 18th Dynasty and two temples primarily in use from the Early Dynastic period to the Ptolemaic period.,El Kab,,,,,,
x61049,Embaba,,modern,K,Cairo,,,,,100,https://sws.geonames.org/7800136,Embaba,30.15752,31.10899,populated place,Embaba,83,en.wikipedia.org/wiki/Imbaba,Imbaba,30.092499999999998,31.200555555555553,"Imbaba is a neighbourhood in northern Giza, Egypt, located west of the Nile and northwest of and near Gezira Island and downtown Cairo, within the Giza Governorate. The district is located near (southeast of) , in the historic upper Nile Delta, and is part of the Greater Cairo metropolitan area (...)",city,,,,,,,,,,,,,
x109569,Ermant,historic,modern,Q,Upper Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x29003,Esna,,modern,K,Upper Egypt,,Isna~Iunyt~Senet~Tasenet,,,100,https://sws.geonames.org/355449,Isnā,25.29336,32.55402,populated place,Isnā|Isna|Asna|Asnā|Ehsna|Esna|Esneh|Latonpolis|Latopolia|Latopolis|Latónpolis|asna|Эсна|איסנא|אסנא|إسنا,100,en.wikipedia.org/wiki/Esna,Esna,25.297500000000003,32.55416666666667,"Esna (, or ; Snē from tꜣ-snt;Werner Vycichl, Dictionnaire étymologique de la langue copte (Louvain, 1983) LatópolisStrabo xvii. pp. 812, 817 or (Pólis Látōn)Ptol. iv. 5. § 71 or (Lattōn);Hierocl. p. 732Itin. Antonin. p. 160 Latin: Lato, is a city of Egypt (...)",city,,,,,,,,,,,,,
x30706,Estate of the Greatest of Seers,historic,modern,Q,Egypt,,,,Exact location unknown.,,,,,,,,,,,,,,,,,,,,,,,,,,,
x94962,Ezbekia Gardens,,modern,Q,Cairo,,Esbekiyeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x61028,Farafra Oasis,,modern,G,Western Desert,,,,,100,https://sws.geonames.org/356985,Wāḩāt al Farāfirah,27.25,28.16667,oasis(-es),Wāḩāt al Farāfirah|Wahat al Farafirah|Al Farafrah|Farafra|Farafra Oasis|Farafrah,74,en.wikipedia.org/wiki/Bahariya_Oasis,Bahariya Oasis,28.349863888888887,28.865655555555556,"El-Wahat el-Bahariya or el-Bahariya (al-Wāḥāt al-Baḥrīya, meaning ""the Seaside Oases"") is a depression in Egypt. It is approximately 370 km away from Cairo. Located in Giza Governorate, the main economic sectors are agriculture, iron ore mining, and tourism (...)",city,,,,,,,,,,,,,
x22543,Fayum,,modern,G,Middle Egypt,,"Faiyum~Faiyûm, el~El-Faiyum~Fayyum",,,100,https://sws.geonames.org/361320,Al Fayyūm,29.30995,30.8418,seat of a first-order administrative division,Al Fayyūm|Al Fayyum|Al'-Fajum|Al-Fayyum|Arsinoe|Arsinoë|Crocodilopolis|El Faiyum|El Faiyûm|El-Fayum|Faijum|Faium|Fajum|Fayoom|Fayoum|Fayum|Fayun|Fayyoum|Fayyum|Fayún|Krokodeilon Polis|Krokodeilopolis|Madinat al-Fayyum|Madinet el Faiyum|Madīnet el Faiyūm|Medinat Fayum|Medinat el-Fayoum|Médinat el-Fayoum|Shedit|alfywm|astan fywm|mhafzt alfywm|Κροκοδείλων Πόλις|Κροκοδειλόπολις|Аль-Фаюм|استان فیوم|الفيوم|محافظة الفيوم,91,en.wikipedia.org/wiki/Faiyum,Faiyum,29.308374,30.844105,"Faiyum is a city in Middle Egypt. Located southwest of Cairo, in the Faiyum Oasis, it is the capital of the modern Faiyum Governorate. The town occupies part of the ancient site of Crocodilopolis or Arsinoë. Founded in around 4000 BC, it is the oldest city in Egypt and one of the oldest continuously (...)",city,,,,,,,,62,https://www.trismegistos.org/place/1255,Limne (Fayum),"Egypt, 00 - Limne (Fayum)",,
x312625,Ferdinand de Lesseps,,modern,Q,Port Said,,,,The statue of Ferdinand de Lesseps used to stand at the entrance to the Suez Canal. It is now in a Port Fuad shipyard.,85,https://sws.geonames.org/9074030,Qā‘idat Timthāl Firdīnānd Dīlaysibs,31.26848,32.31746,monument,Qā‘idat Timthāl Firdīnānd Dīlaysibs|Qa`idat Timthal Firdinand Dilaysibs|De Lesseps Base Statue|Ferdinand De Lesseps Statue|qaʿdt tmthal frdynand dylysbs|قاعدة تمثال فرديناند ديليسبس,,,,,,,,,,,,,,,,,,,,
x30746,Festival Hall of Thutmose III,,modern,Q,Temple of Amun,,,,,,,,,,,,100,en.wikipedia.org/wiki/Festival_Hall_of_Thutmose_III,Festival Hall of Thutmose III,25.71874,32.6574,"The Festival Hall of Thutmose III (Akh-menu). It is normally translated as ""the most glorious of monuments"", but ""monument to living spirit"" is an alternative translation since akh can mean either glory or blessed/living spirit (For instance, Akhenaten is often translated as ""living spirit of Aten"") (...)",landmark,,,,,,,,,,,,,
x322747,First Cache,,modern,Q,Deir el-Bahri (Thebes),,First Royal Cache,,"Theban Tomb (TT) 320 is located next to Deir el-Bahari in the Theban necropolis and contained an extraordinary cache of mummified remains and funeral equipment of more than 50 kings, queens, royals and their nobility. The tomb may have originally belonged to the High Priest of Amun Pinedjem II, his wife Nesikhons and other close family members. At the time of Pinudjem’s death around 969 BC, mummies from former dynasties that were vulnerable to grave robbers were moved that in a collective efforts to protect them.",,,,,,,,,,,,,,,,,,,,,,,,,,,
x113994,First Temple of Apollo,Naukratis,modern,Q,Sanctuary of Apollo (Naukratis),First Temple of Apollo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x30749,Fort Saint Julien,,modern,Q,"Rashid, el-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x105450,Fostat,,archaic,K,Fustat,,,,,100,https://sws.geonames.org/352261,Mişr al Qadīmah,30.00737,31.23927,section of populated place,Mişr al Qadīmah|Misr al Qadimah|Al-Fustat|El Fostat|El Fustat|Fostat|Fustat|Masr al-Qadimah|Masr al-ʿAtikat|Maṣr al-ʿAtīkaẗ|Misr al-qadima|Misr al-qadimat|Miṣr al-qadīmaẗ|Old Cairo|Vieux Caire|Vieux Kaire|alfstat|msr alqdymt|msr alʿtykt|الفسطاط|مصر العتيكة|مصر القديمة,83,en.wikipedia.org/wiki/Fustat,Fustat,30.0,31.14,"Fustat (also Fostat, Al Fustat, Misr al-Fustat and Fustat-Misr, and in , al-Fusţāţ,), was the first capital of Egypt under Muslim rule. It was built by the Muslim general 'Amr ibn al-'As immediately after the Muslim conquest of Egypt in AD 641, and featured the Mosque of Amr, the first mosque built (...)",city,,,,,,,,,,,,,
